ID,GOOGLE_PLACE_ID,NAME,POSTAL_CODE,ADDRESS,CLOSED,LAT,LNG
B4969BF1-65F0-4776-03FF-5F5F826533E2,ChIJz2IvAHgeGWARYO-8mBbVlHo,TAMAZOU-86,192-0085,東京都八王子市中町１２−１２,FALSE,35.6585252,139.3348351
D4F3B787-5729-87F1-D005-C0064A21E3EA,ChIJXwEI-XceGWAREQdQRKP9rXA,tamazou,192-0085,東京都八王子市中町9-8 小松ビル 1F,FALSE,35.6591405463592,139.33518433071
68D537A8-1DC7-1103-F9EB-8DC5F0C536F1,ChIJEzPN4TaHHWARXVCyl0V-JU0,麺道 麒麟児 大門店,380-0841,長野県長野市長野大門町５５−１ ぱてぃお 大門内,FALSE,36.6557121,138.1878207
1EECB4B4-2161-A178-823C-ED0D37F3D546,ChIJoVkHGLvnGGARm8zBsoUTZSY,㐂九八 〜エキチカ〜,359-0037,埼玉県所沢市くすのき台１丁目１２−１,FALSE,35.7852895,139.4735248
B7DDE0AA-17EA-084B-CD98-1F05378D065C,ChIJHao1DQCfm18RXcvx-HnbRpY,麺処こし田,030-0912,青森県青森市八重田４丁目３−８,FALSE,40.8281459,140.7997447
F22A711A-D108-87FF-55D8-04A06BAA0400,ChIJIbI8MzKNGGARJNwhei2R9gg,らー麺本間 赤坂,107-0052,東京都港区赤坂４丁目２−３ ディアシティ赤坂一ツ木館 1F107,FALSE,35.6759684,139.7357485
88837C07-6218-F520-6887-59C5333C779F,ChIJF13vKDB-QTUR0hl93W1ITHY,来来（らいらい）,820-0068,福岡県飯塚市片島１丁目３−３８,FALSE,33.6443095,130.6834083
D934DE5B-5957-0AAA-60F9-B2F0CB77B5F1,ChIJJ76FbwBbGGARWvz9_1QRsnU,らーめん 心麦,232-0055,神奈川県横浜市南区中島町４丁目８６−５ 1階,FALSE,35.4240455,139.6016535
0C54056F-7B0F-ED05-93C1-FE5935A89A23,ChIJW4dBcQB_GGAR652TycbzngM,自家製麺 ご藤,273-0003,千葉県船橋市宮本６丁目２−２７,FALSE,35.7000929,139.9941011
A96A8FB2-4302-BB64-BDDA-4B38F40BC720,ChIJnUnVYkboGGAR6jq5eYHRSYI,ぜんや,352-0011,埼玉県新座市野火止４丁目１０−５,FALSE,35.7988388,139.5565273
